"minute" "cpu" "ram"
"420" 420 0.8 15.5925497866287
"421" 421 0.8 15.5868402686712
"422" 422 0.8 15.5881045519203
"423" 423 0 15.5912162162162
"424" 424 0 15.5881045519203
"425" 425 0 15.5903964722461
"426" 426 0 15.5921052631579
"427" 427 1.6 15.5916607396871
"428" 428 0 15.5903271692745
"429" 429 0.8 15.5903271692745
"430" 430 0 15.5903964722461
"431" 431 0 15.5965504978663
"432" 432 0 15.5912162162162
"433" 433 0 15.5921052631579
"434" 434 0 15.5907716927454
"435" 435 1.5 15.5898826458037
"436" 436 1.6 15.5898826458037
"437" 437 0.8 15.5916607396871
"438" 438 0 15.5930636249272
"439" 439 0 15.5898826458037
"440" 440 0 15.5881738450118
"441" 441 0 15.5881045519203
"442" 442 0 15.5868402686712
"443" 443 0.8 15.5881045519203
"444" 444 0 15.5912855231398
"445" 445 0 15.5912855231398
"446" 446 0 15.5925497866287
"447" 447 0 15.5881045519203
"448" 448 0 15.588993598862
"449" 449 0 15.5939526758209
"450" 450 0 15.5939526758209
"451" 451 0 15.5916607396871
"452" 452 0 15.5885490753912
"453" 453 0.8 15.5907716927454
"454" 454 0 15.5903271692745
"455" 455 0 15.588993598862
"456" 456 0 15.5907716927454
"457" 457 0.8 15.5867709815078
"458" 458 0 15.588993598862
"459" 459 0 15.588993598862
"460" 460 0 15.5898826458037
"461" 461 0 15.5895074213523
"462" 462 0 15.5895074213523
"463" 463 0 15.5908409976929
"464" 464 0 15.5921052631579
"465" 465 0.8 15.5917300485866
"466" 466 0 15.58417311599
"467" 467 0 15.5895074213523
"468" 468 0 15.5943278805121
"469" 469 1.6 15.5895074213523
"470" 470 0.8 15.5899519467992
"471" 471 0 15.5926190994803
"472" 472 0 15.5877293195649
"473" 473 0.8 15.5855066923306
"474" 474 0 15.5917300485866
"475" 475 2.4 15.5912855231398
"476" 476 0 15.5930636249272
"477" 477 0.8 15.5912855231398
"478" 478 0 15.6015096084175
"479" 479 0 15.598022742023
"480" 480 0 15.5908409976929
"481" 481 0 15.5899519467992
"482" 482 0 15.5917300485866
"483" 483 0 15.5863957432243
"484" 484 0 15.5895767209879
"485" 485 0 15.5917993581024
"486" 486 0 15.5886183704586
"487" 487 0 15.5851314467589
"488" 488 0 15.5895074213523
"489" 489 0 15.5917300485866
"490" 490 0 15.5917300485866
"491" 491 0 15.5895767209879
"492" 492 0.8 15.5908409976929
"493" 493 0 15.5926190994803
"494" 494 0 15.5855066923306
"495" 495 0.8 15.5876600284495
"496" 496 0 15.5895074213523
"497" 497 0 15.5935081503741
"498" 498 0 15.5908409976929
"499" 499 0 15.5926190994803
"500" 500 0 15.5908409976929
"501" 501 0 15.5890628959055
"502" 502 0 15.5881738450118
"503" 503 0 15.5912855231398
"504" 504 0 15.5926190994803
"505" 505 0 15.587284794118
"506" 506 0 15.5908409976929
"507" 507 0 15.5903964722461
"508" 508 0 15.5921745740335
"509" 509 0 15.5935081503741
"510" 510 0 15.5900212484108
"511" 511 0.8 15.5895074213523
"512" 512 0 15.5926190994803
"513" 513 1.6 15.5939526758209
"514" 514 0 15.5921745740335
"515" 515 0 15.5922438855253
"516" 516 0.8 15.5890628959055
"517" 517 0 15.5922438855253
"518" 518 0 15.5912855231398
"519" 519 0.8 15.5908409976929
"520" 520 0 15.5867709815078
"521" 521 0 15.5934388335704
"522" 522 0 15.5908409976929
"523" 523 0 15.5908409976929
"524" 524 0 15.5908409976929
"525" 525 0.8 15.5908409976929
"526" 526 0 15.5921745740335
"527" 527 0 15.5912855231398
"528" 528 0 15.5899519467992
"529" 529 0 15.5899519467992
"530" 530 0 15.5846176414369
"531" 531 0 15.5926190994803
"532" 532 0 15.5894381223329
"533" 533 0 15.5916607396871
"534" 534 0 15.5913548306795
"535" 535 0.8 15.5917300485866
"536" 536 0 15.5908409976929
"537" 537 1.6 15.5908409976929
"538" 538 0 15.5882431387192
"539" 539 1.6 15.5886183704586
"540" 540 0 15.5895074213523
"541" 541 0 15.5917300485866
"542" 542 0.8 15.5917300485866
"543" 543 0.8 15.5895074213523
"544" 544 0 15.5903964722461
"545" 545 0 15.5895074213523
"546" 546 0 15.5850621668837
"547" 547 0 15.5907716927454
"548" 548 0 15.587284794118
"549" 549 0.8 15.5850621668837
"550" 550 0 15.58068617253
"551" 551 0 15.5797278615214
"552" 552 0 15.58417311599
"553" 553 0.8 15.5895767209879
"554" 554 0 15.5899519467992
"555" 555 0.8 15.5886876661421
"556" 556 0 15.5873540838734
"557" 557 0 15.5868402686712
"558" 558 0 15.5850621668837
"559" 559 0 15.58417311599
"560" 560 0 15.5855066923306
"561" 561 0 15.5912855231398
"562" 562 0 15.5868402686712
"563" 563 0 15.5846869193361
"564" 564 0 15.5863957432243
"565" 565 0 15.5890628959055
"566" 566 0 15.5890628959055
"567" 567 0 15.5900212484108
"568" 568 0 15.5903271692745
"569" 569 0.8 15.5863957432243
"570" 570 0.8 15.5815059633089
"571" 571 0 15.5881045519203
"572" 572 0 15.5900212484108
"573" 573 1.6 15.589132193565
"574" 574 0 15.5908409976929
"575" 575 0 15.58417311599
"576" 576 0 15.5881738450118
"577" 577 0 15.5859512177775
"578" 578 0 15.5868402686712
"579" 579 0 15.5860205016047
"580" 580 0 15.5868402686712
"581" 581 0 15.5970643539489
"582" 582 0 15.5900212484108
"583" 583 0 15.5917300485866
"584" 584 0 15.5899519467992
"585" 585 0 15.5909103032566
"586" 586 0 15.5895074213523
"587" 587 0.8 15.5886183704586
"588" 588 1.6 15.5921745740335
"589" 589 0 15.5939526758209
"590" 590 0 15.5943972012678
"591" 591 0 15.5917300485866
"592" 592 0.8 15.5930636249272
"593" 593 0 15.5921745740335
"594" 594 0 15.5921745740335
"595" 595 0 15.5948417267146
"596" 596 0 15.5948417267146
"597" 597 0 15.5952862521615
"598" 598 0 15.5921745740335
"599" 599 0 15.5930636249272
"600" 600 0 15.5930636249272
"601" 601 0 15.5908409976929
"602" 602 0.8 15.5881738450118
"603" 603 0.8 15.5899519467992
"604" 604 0.8 15.5886876661421
"605" 605 0 15.5886876661421
"606" 606 0 15.5886183704586
"607" 607 0 15.5837285905432
"608" 608 0 15.5859512177775
"609" 609 0 15.5877293195649
"610" 610 0 15.5899519467992
"611" 611 0 15.5908409976929
"612" 612 0 15.5921745740335
"613" 613 0.8 15.5943972012678
"614" 614 0 15.5899519467992
"615" 615 0 15.5921745740335
"616" 616 0.8 15.5909103032566
"617" 617 0 15.5921745740335
"618" 618 0 15.5877293195649
"619" 619 0.8 15.5922438855253
"620" 620 0 15.5899519467992
"621" 621 0.8 15.5899519467992
"622" 622 0.8 15.5912855231398
"623" 623 0.8 15.5943972012678
"624" 624 1.7 15.5918686682344
"625" 625 0 15.5899519467992
"626" 626 0 15.5931329403711
"627" 627 0 15.5931329403711
"628" 628 0 15.5970643539489
"629" 629 0 15.5921745740335
"630" 630 0 15.5946051672327
"631" 631 0.8 15.5921745740335
"632" 632 0 15.5930636249272
"633" 633 1.6 15.5921745740335
"634" 634 0 15.5921745740335
"635" 635 0 15.5930636249272
"636" 636 0.8 15.5948417267146
"637" 637 0 15.5935081503741
"638" 638 0 15.5926190994803
"639" 639 0 15.5913548306795
"640" 640 0 15.5917300485866
"641" 641 0 15.5935081503741
"642" 642 0.8 15.5869095564505
"643" 643 0 15.5890628959055
"644" 644 0 15.5881738450118
"645" 645 0.8 15.589132193565
"646" 646 0 15.5903964722461
"647" 647 0 15.5926190994803
"648" 648 0.8 15.593577467794
"649" 649 0 15.5926190994803
"650" 650 0 15.5935081503741
"651" 651 0 15.5913548306795
"652" 652 0 15.6228468298668
"653" 653 0.8 15.5948417267146
"654" 654 0 15.5903964722461
"655" 655 0 15.5900212484108
"656" 656 0.8 15.5882431387192
"657" 657 0.8 15.5970643539489
"658" 658 0 15.5998008517145
"659" 659 0 15.5886876661421
"660" 660 0 15.5926190994803
"661" 661 0.8 15.5859512177775
"662" 662 0 15.5903964722461
"663" 663 0.8 15.5935081503741
"664" 664 0 15.6100249824412
"665" 665 0 15.5895074213523
"666" 666 0 15.5850621668837
"667" 667 0 15.5882431387192
"668" 668 0 15.5903964722461
"669" 669 0.9 15.6024680162519
"670" 670 1.6 15.5984672694459
"671" 671 0 15.593577467794
"672" 672 0 15.5921745740335
"673" 673 0 15.593577467794
"674" 674 1.7 15.5983979302895
"675" 675 0 15.5948417267146
"676" 676 0 15.5903964722461
"677" 677 0 15.5953555774856
"678" 678 0 15.5903964722461
"679" 679 0.8 15.5958001049085
"680" 680 0.8 15.5903964722461
"681" 681 0 15.6006899065603
"682" 682 0 15.5926190994803
"683" 683 0 15.5926190994803
"684" 684 0 15.5913548306795
"685" 685 0.8 15.5952862521615
"686" 686 0 15.701083308514
"687" 687 0 15.5913548306795
"688" 688 0 15.5877986112963
"689" 689 0.8 15.5881738450118
"690" 690 0 15.5869095564505
"691" 691 0 15.5869095564505
"692" 692 0 15.589132193565
"693" 693 0 15.589132193565
"694" 694 0 15.5952862521615
"695" 695 0 15.5881738450118
"696" 696 0 15.6900399185626
"697" 697 0.8 15.5935081503741
"698" 698 0 15.5912855231398
"699" 699 0 15.5881738450118
"700" 700 0 15.5863957432243
"701" 701 0 15.589132193565
"702" 702 0 15.5837285905432
"703" 703 0 15.6006205575238
"704" 704 0 15.5903964722461
"705" 705 0 15.5926190994803
"706" 706 0 15.5926884129482
"707" 707 0.8 15.6029125436748
"708" 708 0 15.5881738450118
"709" 709 0 15.5881738450118
"710" 710 0 15.5913548306795
"711" 711 0 15.5913548306795
"712" 712 0.8 15.5922438855253
"713" 713 0 15.603287710205
"714" 714 0 15.6011344339832
"715" 715 0 15.589132193565
"716" 716 0 15.5921745740335
"717" 717 0 15.5881738450118
"718" 718 0 15.6011344339832
"719" 719 0 15.603287710205
"720" 720 0 15.5890628959055
"721" 721 0 15.589132193565
"722" 722 0 15.589132193565
"723" 723 0.8 15.5881738450118
"724" 724 0 15.5957307776084
"725" 725 0.8 15.6006205575238
"726" 726 0 15.5899519467992
"727" 727 0 15.5881738450118
"728" 728 0 15.5869095564505
"729" 729 0 15.5912855231398
"730" 730 0 15.5922438855253
"731" 731 0.8 15.5886876661421
"732" 732 0 15.5913548306795
"733" 733 0 15.5903964722461
"734" 734 0 15.5903964722461
"735" 735 0 15.5917300485866
"736" 736 0 15.6104001173547
"737" 737 0.8 15.5859512177775
"738" 738 1.6 15.5846869193361
"739" 739 0 15.5903964722461
"740" 740 0 15.5900212484108
"741" 741 0 15.5913548306795
"742" 742 0 15.5895074213523
"743" 743 0 15.5881738450118
"744" 744 0 15.5912855231398
"745" 745 0 15.5913548306795
"746" 746 0 15.5855759741818
"747" 747 0 15.6024680162519
"748" 748 0.8 15.5900212484108
"749" 749 0 15.5935081503741
"750" 750 0 15.5944665226398
"751" 751 0.8 15.5940219952169
"752" 752 0 15.5913548306795
"753" 753 0 15.5935081503741
"754" 754 0 15.5900212484108
"755" 755 0 15.5890628959055
"756" 756 0 15.5899519467992
"757" 757 0.8 15.5904657758337
"758" 758 0.8 15.6090665410141
"759" 759 0 15.5953555774856
"760" 760 0 15.5935081503741
"761" 761 0 15.5949110500627
"762" 762 0 15.5900212484108
"763" 763 0 15.6028431847581
"764" 764 0 15.6033570710977
"765" 765 0.8 15.5944665226398
"766" 766 0 15.5900212484108
"767" 767 0 15.5895074213523
"768" 768 0 15.6046212865455
"769" 769 0 15.7424941544644
"770" 770 0 15.593577467794
"771" 771 0.8 15.5921745740335
"772" 772 0 15.5913548306795
"773" 773 0.8 15.5935081503741
"774" 774 0 15.6050658119924
"775" 775 0 15.5932022564312
"776" 776 0 15.5922438855253
"777" 777 0 15.589132193565
"778" 778 0 15.5922438855253
"779" 779 0.8 15.5908409976929
"780" 780 0 15.6024680162519
"781" 781 0 15.5922438855253
"782" 782 0.8 15.6011344339832
"783" 783 0 15.5949110500627
"784" 784 0 15.5975782146001
"785" 785 0 15.5944665226398
"786" 786 0 15.5912855231398
"787" 787 0 15.5943972012678
"788" 788 0 15.5922438855253
"789" 789 0 15.6055797082122
"790" 790 0.8 15.5940219952169
"791" 791 0 15.5939526758209
"792" 792 0 15.5949110500627
"793" 793 0 15.5949110500627
"794" 794 0.8 15.5939526758209
"795" 795 0 15.5926884129482
"796" 796 0 15.6158038389388
"797" 797 0 15.6038015985206
"798" 798 0 15.5949110500627
"799" 799 0 15.5961753030552
"800" 800 0 15.5926884129482
"801" 801 0.8 15.7478284835392
"802" 802 0.8 15.6082468727496
"803" 803 0 15.5917993581024
"804" 804 0 15.5949110500627
"805" 805 0 15.5940219952169
"806" 806 0 15.5939526758209
"807" 807 0 15.5926884129482
"808" 808 0 15.5958001049085
"809" 809 0 15.5949110500627
"810" 810 0 15.5940219952169
"811" 811 0.8 15.5917993581024
"812" 812 0 15.5944665226398
"813" 813 0 15.7522737577681
"814" 814 0 15.5904657758337
"815" 815 0 15.5873540838734
"816" 816 0.8 15.5895767209879
"817" 817 0.8 15.5895767209879
"818" 818 0.8 15.5994256680166
"819" 819 0 15.5949110500627
"820" 820 0 15.5943972012678
"821" 821 0 15.5922438855253
"822" 822 0 15.5917993581024
"823" 823 0.8 15.5869095564505
"824" 824 0 15.610914037287
"825" 825 0 15.5922438855253
"826" 826 0 15.5921745740335
"827" 827 0 15.5940219952169
"828" 828 0.8 15.5966198285021
"829" 829 0 15.5992869811832
"830" 830 0 15.606399388333
"831" 831 0 15.5926884129482
"832" 832 0.8 15.5949110500627
"833" 833 0 15.5949110500627
"834" 834 0.8 15.5926884129482
"835" 835 0 15.5931329403711
"836" 836 0 15.5921745740335
"837" 837 0 15.5877986112963
"838" 838 0 15.5816444920585
"839" 839 0 15.5815752273758
"840" 840 0 15.5895767209879
"841" 841 1.6 15.5958001049085
"842" 842 0 15.5926884129482
"843" 843 0 15.5895074213523
"844" 844 0 15.5859512177775
"845" 845 0 15.593577467794
"846" 846 0 15.5912855231398
"847" 847 0 15.5881738450118
"848" 848 0 15.589132193565
"849" 849 0 15.5913548306795
"850" 850 0 15.589132193565
